class_name	image_file_name	text	image_path
M58-Encoder?????	aug_0066_20240417131853.jpg	"The component is a yellow, rectangular plate with multiple holes and a protruding circular section."	M58-Encoder?????/aug_0066_20240417131853.jpg
M58-Encoder?????	aug_0067_20240417131853.jpg	"The component is a yellow, rectangular plate with multiple holes and a protruding circular section."	M58-Encoder?????/aug_0067_20240417131853.jpg
M58-Encoder?????	aug_0068_20240417131853.jpg	"The component is a rectangular, flat piece with multiple holes and a protruding circular section."	M58-Encoder?????/aug_0068_20240417131853.jpg
M58-Encoder?????	aug_0069_20240417131813.jpg	"The component is a yellow plastic piece with a rectangular shape, multiple holes for ventilation or mounting, and a small protrusion on one side."	M58-Encoder?????/aug_0069_20240417131813.jpg
M58-Encoder?????	aug_0070_20240417131813.jpg	"The component is a yellow plastic piece with a rectangular shape, multiple holes, and a protruding tab on one side."	M58-Encoder?????/aug_0070_20240417131813.jpg
M58-Encoder?????	aug_0071_20240417131813.jpg	"The component is a yellow, angular piece with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0071_20240417131813.jpg
M58-Encoder?????	aug_0072_20240417132006.jpg	"The industrial component is a flat, rectangular piece with various holes and a protruding tab on one side."	M58-Encoder?????/aug_0072_20240417132006.jpg
M58-Encoder?????	aug_0073_20240417132006.jpg	"The component is a flat, angular piece with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0073_20240417132006.jpg
M58-Encoder?????	aug_0074_20240417132006.jpg	"The industrial component is a rectangular, orange housing with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0074_20240417132006.jpg
M58-Encoder?????	aug_0075_20240417131829.jpg	"The component is a yellow, angular housing with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0075_20240417131829.jpg
M58-Encoder?????	aug_0076_20240417131829.jpg	"The component is a yellow, irregularly shaped piece with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0076_20240417131829.jpg
M58-Encoder?????	aug_0077_20240417131829.jpg	"The component is a yellow, irregularly shaped piece with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0077_20240417131829.jpg
M58-Encoder?????	aug_0078_20240417132013.jpg	"The industrial component is a yellow, angular plate with multiple holes and slots, featuring a protruding section on one side."	M58-Encoder?????/aug_0078_20240417132013.jpg
M58-Encoder?????	aug_0079_20240417132013.jpg	"The component is a yellow metal piece with a flat, angular shape, featuring multiple holes and two large circular cutouts, with a protruding section on one side."	M58-Encoder?????/aug_0079_20240417132013.jpg
M58-Encoder?????	aug_0080_20240417132013.jpg	"The component is a yellow metal piece with a flat base, multiple holes, and a protruding tab on one side."	M58-Encoder?????/aug_0080_20240417132013.jpg
M58-Encoder?????	aug_0081_20240417131942.jpg	"The component is a yellow, angular housing with multiple circular and rectangular holes, and a protruding section on one side."	M58-Encoder?????/aug_0081_20240417131942.jpg
M58-Encoder?????	aug_0082_20240417131942.jpg	"The component is a yellow, irregularly shaped piece with various holes and a small protrusion on one side."	M58-Encoder?????/aug_0082_20240417131942.jpg
M58-Encoder?????	aug_0083_20240417131942.jpg	"The industrial component is a yellow, angular housing with multiple circular and rectangular holes, and a protruding section on one side."	M58-Encoder?????/aug_0083_20240417131942.jpg
M58-Encoder?????	aug_0084_20240417131815.jpg	"The component is a yellow plastic piece with a rectangular shape, multiple holes for ventilation or mounting, and a small protrusion on one side."	M58-Encoder?????/aug_0084_20240417131815.jpg
M58-Encoder?????	aug_0085_20240417131815.jpg	"The component is a yellow plastic piece with a rectangular shape, multiple holes, and a small protrusion on one side."	M58-Encoder?????/aug_0085_20240417131815.jpg
M58-Encoder?????	aug_0086_20240417131815.jpg	"The component is a yellow plastic piece with a rectangular shape, multiple holes, and a protruding tab on one side."	M58-Encoder?????/aug_0086_20240417131815.jpg
M58-Encoder?????	aug_0087_20240417132027.jpg	"The component is a flat, angular piece with multiple holes and slots, featuring a protruding section on one side."	M58-Encoder?????/aug_0087_20240417132027.jpg
M58-Encoder?????	aug_0088_20240417132027.jpg	"The component is a flat, angular piece with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0088_20240417132027.jpg
M58-Encoder?????	aug_0089_20240417132027.jpg	"The component is a flat, angular piece with multiple holes and slots, featuring a protruding section on one side."	M58-Encoder?????/aug_0089_20240417132027.jpg
M58-Encoder?????	aug_0090_20240417132048.jpg	"The component is a rectangular, yellow plastic piece with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0090_20240417132048.jpg
M58-Encoder?????	aug_0091_20240417132048.jpg	"The component is a yellow plastic piece with a rectangular shape, multiple holes, and a protruding tab."	M58-Encoder?????/aug_0091_20240417132048.jpg
M58-Encoder?????	aug_0092_20240417132048.jpg	"The component is a yellow plastic piece with a rectangular shape, multiple holes, and a protruding tab."	M58-Encoder?????/aug_0092_20240417132048.jpg
M58-Encoder?????	aug_0093_20240417131850.jpg	The component is a yellow rectangular plate with multiple holes and a protruding circular section.	M58-Encoder?????/aug_0093_20240417131850.jpg
M58-Encoder?????	aug_0094_20240417131850.jpg	The component is a yellow rectangular plate with multiple holes and a protruding circular feature.	M58-Encoder?????/aug_0094_20240417131850.jpg
M58-Encoder?????	aug_0095_20240417131850.jpg	The component is a yellow rectangular plate with multiple holes and a protruding circular feature.	M58-Encoder?????/aug_0095_20240417131850.jpg
M58-Encoder?????	aug_0096_20240417131900.jpg	The component is a yellow triangular plate with multiple holes and a protruding section on one side.	M58-Encoder?????/aug_0096_20240417131900.jpg
M58-Encoder?????	aug_0097_20240417131900.jpg	The component is a yellow triangular plate with multiple holes and a protruding section.	M58-Encoder?????/aug_0097_20240417131900.jpg
M58-Encoder?????	aug_0098_20240417131900.jpg	The component is a yellow triangular plate with multiple holes and a protruding section.	M58-Encoder?????/aug_0098_20240417131900.jpg
M58-Encoder?????	aug_0099_20240417131816.jpg	"The component is a yellow, rectangular plate with various holes and a protruding section on one side."	M58-Encoder?????/aug_0099_20240417131816.jpg
M58-Encoder?????	aug_0100_20240417131816.jpg	"The component is a yellow, rectangular plate with various holes and a protruding section on one side."	M58-Encoder?????/aug_0100_20240417131816.jpg
M58-Encoder?????	aug_0101_20240417131816.jpg	"The component is a rectangular, yellow metal piece with various holes and a protruding tab on one side."	M58-Encoder?????/aug_0101_20240417131816.jpg
M58-Encoder?????	aug_0102_20240417131959.jpg	"The component is a flat, L-shaped piece with multiple holes and slots, featuring a protruding section."	M58-Encoder?????/aug_0102_20240417131959.jpg
M58-Encoder?????	aug_0103_20240417131959.jpg	"The component is a flat, L-shaped piece with multiple holes and slots, featuring a protruding section on one side."	M58-Encoder?????/aug_0103_20240417131959.jpg
M58-Encoder?????	aug_0104_20240417131959.jpg	"The component is a flat, L-shaped piece with multiple holes and slots, featuring a protruding section."	M58-Encoder?????/aug_0104_20240417131959.jpg
M58-Encoder?????	aug_0105_20240417131922.jpg	"The component is a yellow plastic piece with various holes and slots, featuring a protruding tab on the right side."	M58-Encoder?????/aug_0105_20240417131922.jpg
M58-Encoder?????	aug_0106_20240417131922.jpg	"The component is a yellow, angular piece with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0106_20240417131922.jpg
M58-Encoder?????	aug_0107_20240417131922.jpg	"The component is a yellow plastic piece with various holes and slots, featuring a protruding tab on one side."	M58-Encoder?????/aug_0107_20240417131922.jpg
M58-Encoder?????	aug_0108_20240417132114.jpg	The component is a yellow L-shaped bracket with multiple holes and a protruding rectangular section.	M58-Encoder?????/aug_0108_20240417132114.jpg
M58-Encoder?????	aug_0109_20240417132114.jpg	The component is a yellow L-shaped bracket with multiple holes for mounting and a protruding rectangular section.	M58-Encoder?????/aug_0109_20240417132114.jpg
M58-Encoder?????	aug_0110_20240417132114.jpg	The component is a yellow L-shaped bracket with multiple holes and a protruding circular feature.	M58-Encoder?????/aug_0110_20240417132114.jpg
M58-Encoder?????	aug_0111_20240417131947.jpg	"The industrial component is a yellow, L-shaped bracket with multiple holes and slots for mounting, featuring a protruding tab on one side."	M58-Encoder?????/aug_0111_20240417131947.jpg
M58-Encoder?????	aug_0112_20240417131947.jpg	"The component is a yellow, L-shaped piece with multiple holes and slots, featuring a protruding section on one end."	M58-Encoder?????/aug_0112_20240417131947.jpg
M58-Encoder?????	aug_0113_20240417131947.jpg	"The component is a yellow, L-shaped plate with various holes and a small protrusion on one side."	M58-Encoder?????/aug_0113_20240417131947.jpg
M58-Encoder?????	aug_0114_20240417132057.jpg	The component is a yellow L-shaped bracket with multiple holes for mounting and a protruding circular feature.	M58-Encoder?????/aug_0114_20240417132057.jpg
M58-Encoder?????	aug_0115_20240417132057.jpg	The component is a yellow L-shaped bracket with multiple holes for mounting and a protruding circular feature.	M58-Encoder?????/aug_0115_20240417132057.jpg
M58-Encoder?????	aug_0116_20240417132057.jpg	The component is a yellow rectangular block with multiple holes and a protruding section.	M58-Encoder?????/aug_0116_20240417132057.jpg
M58-Encoder?????	aug_0117_20240417131940.jpg	"The component is a yellow, angular piece with various holes and a protruding tab on one side."	M58-Encoder?????/aug_0117_20240417131940.jpg
M58-Encoder?????	aug_0118_20240417131940.jpg	"The component is a yellow, angular plate with various holes and a small protrusion on one side."	M58-Encoder?????/aug_0118_20240417131940.jpg
M58-Encoder?????	aug_0119_20240417131940.jpg	"The industrial component is a flat, yellow piece with various holes and slots, featuring a protruding tab on the right side."	M58-Encoder?????/aug_0119_20240417131940.jpg
M58-Encoder?????	aug_0120_20240417131854.jpg	The component is a yellow rectangular plate with multiple holes and a protruding circular feature.	M58-Encoder?????/aug_0120_20240417131854.jpg
M58-Encoder?????	aug_0121_20240417131854.jpg	The component is a yellow rectangular plate with multiple holes and a protruding circular section.	M58-Encoder?????/aug_0121_20240417131854.jpg
M58-Encoder?????	aug_0122_20240417131854.jpg	The component is a yellow rectangular plate with multiple holes and a protruding circular section.	M58-Encoder?????/aug_0122_20240417131854.jpg
M58-Encoder?????	aug_0123_20240417132110.jpg	The component is a rectangular yellow piece with multiple holes and a protruding tab on one side.	M58-Encoder?????/aug_0123_20240417132110.jpg
M58-Encoder?????	aug_0124_20240417132110.jpg	The component is a yellow L-shaped bracket with multiple holes for mounting and a protruding tab on one side.	M58-Encoder?????/aug_0124_20240417132110.jpg
M58-Encoder?????	aug_0125_20240417132110.jpg	The component is a rectangular yellow piece with multiple holes and a protruding tab on one side.	M58-Encoder?????/aug_0125_20240417132110.jpg
M58-Encoder?????	aug_0126_20240417132109.jpg	"The component is a rectangular, yellow metal piece with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0126_20240417132109.jpg
M58-Encoder?????	aug_0127_20240417132109.jpg	The component is a yellow L-shaped bracket with multiple holes and a protruding tab.	M58-Encoder?????/aug_0127_20240417132109.jpg
M58-Encoder?????	aug_0128_20240417132109.jpg	"The component is a rectangular, yellow piece with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0128_20240417132109.jpg
M58-Encoder?????	aug_0129_20240417131825.jpg	The component is a yellow rectangular plate with various holes and a protruding section on one side.	M58-Encoder?????/aug_0129_20240417131825.jpg
M58-Encoder?????	aug_0130_20240417131825.jpg	The component is a yellow rectangular plate with various holes and a protruding section on one side.	M58-Encoder?????/aug_0130_20240417131825.jpg
M58-Encoder?????	aug_0131_20240417131825.jpg	"The component is a yellow, angular housing with multiple holes and a protruding section on one side."	M58-Encoder?????/aug_0131_20240417131825.jpg
M58-Encoder?????	aug_0132_20240417131946.jpg	"The component is a yellow plastic piece with various holes and slots, featuring a protruding tab on one side."	M58-Encoder?????/aug_0132_20240417131946.jpg
M58-Encoder?????	aug_0133_20240417131946.jpg	"The industrial component is a yellow, angular plate with various holes and slots, featuring a protruding section on the right side."	M58-Encoder?????/aug_0133_20240417131946.jpg
M58-Encoder?????	aug_0134_20240417131946.jpg	"The component is a yellow plastic piece with various holes and slots, featuring a protruding section on one side."	M58-Encoder?????/aug_0134_20240417131946.jpg
M58-Encoder?????	aug_0135_20240417132043.jpg	The component is a yellow plastic bracket with multiple holes and a protruding tab on one side.	M58-Encoder?????/aug_0135_20240417132043.jpg
M58-Encoder?????	aug_0136_20240417132043.jpg	"The component is a yellow plastic piece with a rectangular shape, multiple holes, and a protruding section."	M58-Encoder?????/aug_0136_20240417132043.jpg
M58-Encoder?????	aug_0137_20240417132043.jpg	"The component is a yellow plastic bracket with a rectangular shape, multiple holes for mounting, and a protruding tab on one side."	M58-Encoder?????/aug_0137_20240417132043.jpg
M58-Encoder?????	aug_0138_20240417132118.jpg	The component is a yellow L-shaped bracket with multiple holes for mounting and a protruding flat surface.	M58-Encoder?????/aug_0138_20240417132118.jpg
M58-Encoder?????	aug_0139_20240417132118.jpg	The component is a yellow L-shaped bracket with multiple holes and a protruding circular feature.	M58-Encoder?????/aug_0139_20240417132118.jpg
M58-Encoder?????	aug_0140_20240417132118.jpg	The component is a yellow L-shaped bracket with multiple holes and a protruding flat section.	M58-Encoder?????/aug_0140_20240417132118.jpg
M58-Encoder?????	aug_0141_20240417131818.jpg	The component is a yellow rectangular plate with various holes and a protruding section on one side.	M58-Encoder?????/aug_0141_20240417131818.jpg
M58-Encoder?????	aug_0142_20240417131818.jpg	The component is a yellow rectangular plate with various holes and a protruding circular feature.	M58-Encoder?????/aug_0142_20240417131818.jpg
M58-Encoder?????	aug_0143_20240417131909.jpg	The component is a yellow triangular plate with multiple holes and a protruding section on one side.	M58-Encoder?????/aug_0143_20240417131909.jpg
M58-Encoder?????	aug_0144_20240417131909.jpg	The component is a yellow triangular shape with multiple holes and a protruding section on one side.	M58-Encoder?????/aug_0144_20240417131909.jpg
M58-Encoder?????	aug_0145_20240417132045.jpg	"The component is a yellow plastic piece with a protruding tab, multiple holes, and a circular cutout."	M58-Encoder?????/aug_0145_20240417132045.jpg
M58-Encoder?????	aug_0146_20240417132045.jpg	The component is a yellow L-shaped bracket with multiple holes and a protruding section.	M58-Encoder?????/aug_0146_20240417132045.jpg
M58-Encoder?????	aug_0147_20240417131837.jpg	"The component is a yellow, rectangular metal piece with various holes and a protruding section on one side."	M58-Encoder?????/aug_0147_20240417131837.jpg
M58-Encoder?????	aug_0148_20240417131837.jpg	"The component is a yellow, rectangular box with various holes and a protruding section on one side."	M58-Encoder?????/aug_0148_20240417131837.jpg
M58-Encoder?????	original_000_20240417131848.jpg	The component is a yellow rectangular plate with multiple holes and a protruding section.	M58-Encoder?????/original_000_20240417131848.jpg
M58-Encoder?????	original_001_20240417132102.jpg	"The industrial component is a yellow, angular bracket with multiple holes and a protruding section."	M58-Encoder?????/original_001_20240417132102.jpg
M58-Encoder?????	original_002_20240417132101.jpg	The component is a yellow L-shaped bracket with multiple holes for mounting and a protruding flat section.	M58-Encoder?????/original_002_20240417132101.jpg
M58-Encoder?????	original_003_20240417132014.jpg	"The industrial component is a flat, angular piece with multiple holes and slots, featuring a protruding section on one side."	M58-Encoder?????/original_003_20240417132014.jpg
M58-Encoder?????	original_004_20240417131943.jpg	"The industrial component is a yellow, angular piece with multiple holes and slots, featuring a protruding section on one side."	M58-Encoder?????/original_004_20240417131943.jpg
M58-Encoder?????	original_005_20240417131834.jpg	"The component is a yellow, rectangular box with various holes and a protruding section on one side."	M58-Encoder?????/original_005_20240417131834.jpg
M58-Encoder?????	original_006_20240417132037.jpg	The component is a yellow L-shaped bracket with multiple holes and a protruding tab.	M58-Encoder?????/original_006_20240417132037.jpg
M58-Encoder?????	original_007_20240417132115.jpg	The component is a yellow L-shaped bracket with multiple holes for mounting and a protruding flat section.	M58-Encoder?????/original_007_20240417132115.jpg
M58-Encoder?????	original_008_20240417131957.jpg	The component is a yellow L-shaped plate with multiple holes and slots for mounting or securing.	M58-Encoder?????/original_008_20240417131957.jpg
M58-Encoder?????	original_009_20240417132119.jpg	The component is a yellow L-shaped bracket with multiple holes for mounting and a protruding flat section.	M58-Encoder?????/original_009_20240417132119.jpg
M58-Encoder?????	original_010_20240417131907.jpg	"The component is a yellow, rectangular piece with multiple holes and a protruding section on one side."	M58-Encoder?????/original_010_20240417131907.jpg
M58-Encoder?????	original_011_20240417131921.jpg	The component is a yellow angular plate with various holes and a protruding section on one side.	M58-Encoder?????/original_011_20240417131921.jpg
M58-Encoder?????	original_012_20240417132017.jpg	"The component is a flat, angular piece with multiple holes and a protruding section on one side."	M58-Encoder?????/original_012_20240417132017.jpg
M58-Encoder?????	original_013_20240417132104.jpg	The industrial component is a rectangular yellow box with multiple holes and a protruding circular section on one side.	M58-Encoder?????/original_013_20240417132104.jpg
M58-Encoder?????	original_014_20240417131949.jpg	"The industrial component is a yellow, angular plate with various holes and slots, featuring a protruding section on one side."	M58-Encoder?????/original_014_20240417131949.jpg
M58-Encoder?????	original_015_20240417131843.jpg	"The component is a yellow, flat piece with various holes and a protruding section on one side."	M58-Encoder?????/original_015_20240417131843.jpg
